sig_start,A,B,C,D,E,mSD
2013-05-31 05:35:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:36:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:37:25,ctrl,ctrl,ctrl,ctrl,depr,notSD
2013-05-31 05:38:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:39:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:40:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:41:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:42:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:43:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:44:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:45:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:46:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:47:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:48:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:49:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:50:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:51:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:52:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:53:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:54:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:55:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:56:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:57:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:58:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:59:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:00:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:01:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:02:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:03:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:04:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:05:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:06:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:07:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:08:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:09:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:10:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:11:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:12:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:13:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:14:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:15:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:16:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:17:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:18:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:19:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:20:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:21:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:22:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:23:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:24:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:25:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:26:25,ctrl,ctrl,ctrl,ctrl,depr,notSD
2013-05-31 06:27:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:28:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:29:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:30:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:31:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:32:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:33:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:34:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:35:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:36:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:37:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:38:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:39:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:40:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:41:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:42:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:43:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:44:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:45:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:46:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:47:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:48:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:49:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:50:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:51:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:52:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:53:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:54:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:55:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:56:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:57:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:58:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 06:59:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:00:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:01:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:02:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:03:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:04:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:05:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:06:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:07:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:08:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:09:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:10:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:11:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:12:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:13:25,ctrl,ctrl,ctrl,depr,depr,notSD
2013-05-31 07:14:25,ctrl,ctrl,ctrl,depr,depr,notSD
2013-05-31 07:15:25,ctrl,ctrl,ctrl,depr,depr,notSD
2013-05-31 07:16:25,ctrl,ctrl,ctrl,depr,depr,notSD
2013-05-31 07:17:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:18:25,ctrl,ctrl,ctrl,ctrl,depr,notSD
2013-05-31 07:19:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:20:25,ctrl,ctrl,ctrl,ctrl,depr,notSD
2013-05-31 07:21:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:22:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:23:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:24:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:25:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:26:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:27:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:28:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:29:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:30:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:31:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:32:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:33:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:34:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:35:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:36:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:37:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:38:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:39:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:40:25,depr,ctrl,ctrl,depr,depr,notSD
2013-05-31 07:41:25,depr,depr,depr,depr,depr,notSD
2013-05-31 07:42:25,depr,depr,depr,ctrl,depr,notSD
2013-05-31 07:43:25,depr,depr,depr,depr,depr,notSD
2013-05-31 07:44:25,depr,depr,depr,depr,depr,notSD
2013-05-31 07:45:25,depr,ctrl,ctrl,depr,ctrl,notSD
2013-05-31 07:46:25,ctrl,ctrl,ctrl,depr,ctrl,notSD
2013-05-31 07:47:25,ctrl,ctrl,ctrl,depr,ctrl,notSD
2013-05-31 07:48:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:49:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:50:25,ctrl,ctrl,ctrl,ctrl,depr,notSD
2013-05-31 07:51:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:52:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:53:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:54:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:55:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:56:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:57:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:58:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 07:59:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:00:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:01:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:02:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:03:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:04:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:05:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:06:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:07:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:08:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:09:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:10:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:11:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:12:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:13:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:14:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:15:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:16:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:17:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:18:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:19:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:20:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:21:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:22:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:23:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:24:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:25:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:26:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:27:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:28:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:29:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:30:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:31:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:32:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:33:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:34:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:35:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:36:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:37:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:38:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:39:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:40:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:41:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:42:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:43:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:44:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:45:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:46:25,ctrl,ctrl,ctrl,ctrl,depr,notSD
2013-05-31 08:47:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:48:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:49:25,depr,depr,ctrl,ctrl,ctrl,notSD
2013-05-31 08:50:25,depr,depr,ctrl,ctrl,ctrl,notSD
2013-05-31 08:51:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:52:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:53:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:54:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:55:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:56:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:57:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:58:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 08:59:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:00:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:01:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:02:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:03:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:04:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:05:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:06:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:07:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:08:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:09:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:10:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:11:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:12:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:13:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:14:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:15:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:16:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:17:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:18:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:19:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:20:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:21:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:22:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:23:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:24:25,depr,depr,ctrl,ctrl,ctrl,notSD
2013-05-31 09:25:25,depr,depr,ctrl,ctrl,ctrl,notSD
2013-05-31 09:26:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:27:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:28:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:29:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:30:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:31:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:32:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:33:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:34:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:35:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:36:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:37:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:38:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:39:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:40:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:41:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:42:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:43:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:44:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:45:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:46:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:47:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:48:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:49:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:50:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:51:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:52:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:53:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:54:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:55:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:56:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:57:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:58:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 09:59:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:00:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:01:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:02:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:03:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:04:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:05:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:06:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:07:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:08:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:09:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:10:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:11:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:12:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:13:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:14:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:15:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:16:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:17:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:18:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:19:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:20:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:21:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:22:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:23:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:24:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:25:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:26:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:27:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:28:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:29:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:30:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:31:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:32:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:33:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:34:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:35:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:36:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:37:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:38:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:39:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:40:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:41:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:42:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:43:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:44:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:45:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:46:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:47:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:48:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:49:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:50:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:51:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:52:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:53:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:54:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:55:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:56:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:57:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:58:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 10:59:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:00:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:01:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:02:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:03:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:04:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:05:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:06:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:07:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:08:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:09:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:10:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
